floor,garage,m2,price,rooms,target,zone,prob
Entreplanta,0,35,148000,2,0,El Raval,0.594
1ª,0,72,700000,2,0,El Gòtic,0.21
1ª,0,50,180000,2,0,El Raval,0.322
Casa,0,32,187000,1,0,La Barceloneta,0.3
3ª,0,40,189000,1,0,Sant Pere,0.682
3ª,0,109,725000,3,0,El Gòtic,0.05
4ª,0,38,195000,1,0,Sant Pere,0.48
3ª,0,40,150000,1,0,Sant Pere,0.572
Casa,0,35,170000,2,0,La Barceloneta,0.312
3ª,0,49,199000,3,0,El Raval,0.166
6ª,0,131,690000,3,0,El Gòtic,0.058
4ª,0,45,980000,1,0,El Raval,0.086
3ª,0,44,205000,1,0,El Raval,0.104
2ª,0,81,340000,4,0,La Barceloneta,0.38
4ª,1,52,252000,1,0,El Raval,0.296
2ª,0,60,185000,3,0,El Raval,0.428
3ª,0,44,205000,1,0,El Raval,0.104
2ª,1,80,460000,2,0,Sant Pere,0.332
4ª,0,100,700000,2,0,El Gòtic,0.23
3ª,0,44,205000,1,0,El Raval,0.104
6ª,0,60,599000,2,0,El Gòtic,0.14
2ª,0,111,395000,2,0,El Gòtic,0.326
Entreplanta,0,12,975000,1,0,El Raval,0.108
3ª,0,102,440000,2,0,El Gòtic,0.292
2ª,0,79,285000,3,0,El Gòtic,0.498
3ª,0,101,440000,2,0,El Gòtic,0.308
5ª,0,38,180000,1,0,Sant Pere,0.532
Bajo,0,215,935000,3,0,Sant Pere,0.104
3ª,0,138,1100000,2,0,El Gòtic,0.048
4ª,0,72,212000,3,0,El Raval,0.432
1ª,0,138,790000,4,0,Sant Pere,0.158
Entreplanta,0,103,395000,2,0,El Gòtic,0.336
4ª,0,66,305000,2,0,La Barceloneta,0.33
2ª,0,53,205000,1,0,Sants,0.13
1ª,1,81,349000,3,0,Sants,0.21
Casa,0,54,285000,2,0,El Poble Sec,0.232
Bajo,1,87,352000,3,0,El Poble Sec,0.418
3ª,0,66,220000,1,0,Sants,0.232
7ª,0,82,195000,3,0,El Poble Sec,0.41
4ª,0,100,355000,4,0,El Poble Sec,0.52
Casa,0,154,495000,3,0,El Poble Sec,0.148
6ª,0,141,480000,3,0,El Poble Sec,0.022
3ª,0,75,210000,3,0,Sants,0.018
1ª,0,59,260000,2,0,El Poble Sec,0.552
3ª,0,54,214000,3,0,El Poble Sec,0.396
Entreplanta,0,95,310000,3,0,Sants,0.432
1ª,0,48,225000,2,0,El Poble Sec,0.48
3ª,0,52,180000,3,0,El Poble Sec,0.65
3ª,0,57,214000,3,0,El Poble Sec,0.414
3ª,0,80,280000,4,0,El Poble Sec,0.2
4ª,0,90,318000,3,0,El Poble Sec,0.51
5ª,1,71,435000,2,0,El Poble Sec,0.166
1ª,1,191,495000,2,0,El Poble Sec,0.218
1ª,1,175,430000,4,0,El Poble Sec,0.186
1ª,0,75,390000,2,0,El Poble Sec,0.32
1ª,0,75,445000,2,0,El Poble Sec,0.008
Casa,1,198,900000,6,0,Sants,0.322
1ª,0,58,260000,2,0,El Poble Sec,0.57
Casa,0,78,400000,3,0,Sants,0.374
Casa,0,78,340000,3,0,Sants,0.212
Casa,0,73,395000,2,0,Sants,0.412
Entreplanta,0,113,499000,3,0,Sants,0.194
1ª,0,53,199000,3,0,El Poble Sec,0.562
1ª,0,70,465000,1,0,Diagonal Mar,0.204
3ª,0,78,169000,3,0,El Clot,0.454
Bajo,1,140,725000,3,0,Diagonal Mar,0.19
1ª,0,57,215000,3,0,Camp de l'Arpa,0.398
5ª,0,58,290000,2,1,El Poblenou,0.756
3ª,0,95,335000,3,0,El Poblenou,0.328
3ª,0,66,260000,2,1,Camp de l'Arpa,1
Atico,1,95,499000,3,1,El Poblenou,0.822
7ª,0,82,330000,4,1,Camp de l'Arpa,0.8
1ª,0,94,295000,5,0,El Clot,0.43
5ª,0,70,285000,2,1,El Poblenou,0.916
Bajo,0,65,185000,3,0,El Poblenou,0.576
Bajo,0,111,286500,3,0,Camp de l'Arpa,0.45
3ª,0,90,420000,3,0,El Poblenou,0.192
Casa,0,70,346600,2,0,El Poblenou,0.216
Casa,0,110,690000,3,0,El Poblenou,0.144
Casa,0,110,570000,3,0,El Poblenou,0.174
6ª,0,108,315000,4,0,El Clot,0.508
2ª,0,56,225000,3,0,Camp de l'Arpa,0.348
3ª,0,78,208000,3,0,El Poblenou,0.324
Casa,0,150,280000,3,0,El Poblenou,0.502
6ª,0,105,310000,4,0,El Clot,0.508
Atico,1,145,1875000,4,0,Diagonal Mar,0.23
4ª,0,99,525000,3,0,Diagonal Mar,0.446
Casa,1,170,590000,3,0,Camp de l'Arpa,0.204
Casa,1,170,590000,3,0,Camp de l'Arpa,0.204
1ª,0,98,330000,4,0,Camp de l'Arpa,0.248
Bajo,0,61,265000,2,1,El Poblenou,0.754
5ª,1,170,1500000,4,0,El Poblenou,0.172
4ª,0,90,270000,4,1,El Clot,0.806
Casa,0,245,650000,3,0,El Poblenou,0.458
Bajo,1,187,1200000,3,0,Diagonal Mar,0.158
3ª,0,60,230000,4,0,Camp de l'Arpa,0.28
5ª,0,68,130000,3,0,El Clot,0.48
3ª,0,56,210000,2,1,El Poblenou,0.266
5ª,0,60,99000,2,0,El Poblenou,0.496
1ª,0,95,355000,2,0,Camp de l'Arpa,0.154
4ª,0,52,218530,1,0,El Clot,0.268
Bajo,0,153,750000,2,0,El Poblenou,0.192
6ª,1,118,790000,4,0,El Poblenou,0.096
3ª,0,66,260000,2,1,Camp de l'Arpa,1
1ª,0,137,577000,3,0,El Poblenou,0.25
Bajo,0,55,191600,1,0,Camp de l'Arpa,0.404
6ª,1,155,1250000,3,0,Diagonal Mar,0.142
3ª,0,80,350000,3,1,El Poblenou,0.702
1ª,0,96,350000,4,0,El Clot,0.266
1ª,0,55,269000,3,0,El Poblenou,0.336
Bajo,0,195,575000,1,0,El Poblenou,0.248
6ª,1,117,700000,3,0,El Poblenou,0.056
Bajo,0,88,320000,2,0,Camp de l'Arpa,0.444
4ª,1,160,790000,4,0,El Poblenou,0.31
Bajo,0,95,185000,3,0,El Clot,0.616
4ª,1,145,1250000,3,0,Diagonal Mar,0.144
Atico,0,93,435000,3,0,Camp de l'Arpa,0.576
Atico,1,153,2800000,3,0,Diagonal Mar,0.164
1ª,0,95,285000,4,0,Camp de l'Arpa,0.408
3ª,0,66,260000,2,1,Camp de l'Arpa,1
Casa,1,187,1200000,3,0,Diagonal Mar,0.074
7ª,0,86,765000,3,0,Camp de l'Arpa,0.572
2ª,0,75,295000,3,0,El Clot,0.302
7ª,1,167,1185000,4,0,Sant Gervasi,0.414
Casa,1,119,320000,3,0,Sarrià,0.458
6ª,0,230,1400000,4,0,El Putxet,0.17
4ª,0,80,550000,3,1,Sarrià,0.846
1ª,1,74,319000,2,0,El Putxet,0.316
1ª,1,225,1200000,5,0,Sarrià,0.392
4ª,0,111,620000,3,0,Sant Gervasi,0.082
Casa,0,144,1355000,3,0,Sant Gervasi,0.074
Bajo,0,248,980000,4,0,El Putxet,0.264
Casa,1,370,2150000,5,0,Sant Gervasi,0.09
4ª,0,111,620000,3,0,Sant Gervasi,0.082
Casa,1,500,2900000,3,0,Sarrià,0.084
4ª,0,111,620000,3,0,Sant Gervasi,0.082
4ª,0,111,620000,3,0,Sant Gervasi,0.082
5ª,0,100,560000,3,0,Sant Gervasi,0.55
4ª,0,111,620000,3,0,Sant Gervasi,0.082
1ª,0,60,210000,1,0,El Putxet,0.462
1ª,1,205,1380000,4,0,Sant Gervasi,0.154
1ª,1,188,850000,4,0,Sant Gervasi,0.222
1ª,0,106,635000,2,0,Sant Gervasi,0.454
4ª,0,111,620000,3,0,Sant Gervasi,0.082
3ª,0,77,330000,2,0,Sant Gervasi,0.486
3ª,0,77,330000,2,0,Sant Gervasi,0.486
4ª,0,111,620000,3,0,Sant Gervasi,0.082
6ª,0,342,4200000,3,0,Sant Gervasi,0.254
1ª,1,300,1650000,6,0,Sant Gervasi,0.336
4ª,0,111,620000,3,0,Sant Gervasi,0.082
4ª,0,111,620000,3,0,Sant Gervasi,0.082
3ª,0,120,550000,4,1,Sant Gervasi,0.848
6ª,0,136,850000,5,0,Sant Gervasi,0.518
7ª,1,285,1690000,5,0,Sant Gervasi,0.33
2ª,0,202,1100000,5,0,Sant Gervasi,0.802
5ª,1,150,850000,4,1,Sarrià,0.822
2ª,0,146,890000,3,0,Sant Gervasi,0.398
5ª,1,310,1950000,6,0,Sant Gervasi,0.654
1ª,0,130,499000,4,0,El Putxet,0.274
Atico,0,167,890000,3,1,El Putxet,0.796
Bajo,1,150,650000,3,1,El Putxet,0.89
2ª,0,108,425000,4,0,El Putxet,0.422
4ª,1,174,860000,4,0,Sant Gervasi,0.282
4ª,0,111,730000,3,0,Sant Gervasi,0.114
Bajo,0,155,469000,3,0,El Putxet,0.436
5ª,1,344,1690000,6,0,Sant Gervasi,0.514
4ª,0,200,1240000,5,0,Sant Gervasi,0.152
3ª,0,70,375000,2,0,Sant Gervasi,0.188
Casa,0,168,735000,3,1,Sant Gervasi,0.802
1ª,1,286,1550000,5,0,Sant Gervasi,0.226
2ª,1,248,980000,5,0,El Putxet,0.11
2ª,1,240,1200000,4,0,Sant Gervasi,0.072
7ª,1,175,825000,5,0,Sant Gervasi,0.418
5ª,1,153,980000,3,0,Sant Gervasi,0.594
Casa,0,161,1090000,3,0,Sant Gervasi,0.266
1ª,0,130,550000,3,0,El Putxet,0.392
1ª,0,185,1230000,4,0,Sant Gervasi,0.104
3ª,0,70,375000,2,0,Sant Gervasi,0.188
Bajo,0,109,369000,2,1,El Putxet,0.974
4ª,1,240,1190000,4,0,Sant Gervasi,0.386
2ª,1,248,980000,5,0,El Putxet,0.11
1ª,1,480,2400000,6,0,Sant Gervasi,0.222
2ª,0,100,650000,3,0,Sant Gervasi,0.404
2ª,0,90,390000,2,0,El Fort Pienc,0.466
5ª,0,89,399000,3,0,La Sagrada Família,0.376
4ª,0,88,535000,2,0,El Fort Pienc,0.08
3ª,0,103,561000,3,0,Nova Esquerra de l'Eixample,0.126
7ª,0,91,624000,3,0,Nova Esquerra de l'Eixample,0.022
3ª,0,80,450000,3,0,Nova Esquerra de l'Eixample,0.198
Atico,0,114,449900,4,0,La Sagrada Família,0.67
Casa,0,79,409000,2,0,Nova Esquerra de l'Eixample,0.288
4ª,0,113,630000,3,0,Nova Esquerra de l'Eixample,0.064
3ª,0,122,460000,4,0,La Sagrada Família,0.528
1ª,0,79,525000,2,0,El Fort Pienc,0.108
6ª,0,100,715000,2,0,Antiga Esquerra de l'Eixample,0.19
7ª,0,98,495000,2,0,Nova Esquerra de l'Eixample,0.148
Casa,0,80,365000,2,0,Sant Antoni,0.29
7ª,0,59,420000,1,0,La Sagrada Família,0.29
Casa,0,130,650000,3,0,Nova Esquerra de l'Eixample,0.108
5ª,0,134,680000,3,0,Antiga Esquerra de l'Eixample,0.564
Atico,1,109,760000,3,0,El Fort Pienc,0.106
Atico,0,106,760000,3,0,Dreta de l'Eixample,0.168
Atico,0,110,760000,3,0,Dreta de l'Eixample,0.144
Atico,0,106,760000,3,0,El Fort Pienc,0.086
Atico,0,128,755000,3,0,Nova Esquerra de l'Eixample,0.204
Atico,1,128,755000,3,0,Nova Esquerra de l'Eixample,0.21
6ª,0,78,755000,1,0,Dreta de l'Eixample,0.084
1ª,0,120,754000,3,0,El Fort Pienc,0.178
Casa,1,185,750000,5,1,Antiga Esquerra de l'Eixample,0.742
1ª,0,150,750000,2,0,Antiga Esquerra de l'Eixample,0.288
3ª,0,105,750000,3,0,Antiga Esquerra de l'Eixample,0.12
Casa,0,112,750000,3,0,Dreta de l'Eixample,0.092
Casa,0,164,750000,4,0,Nova Esquerra de l'Eixample,0.446
4ª,0,170,750000,5,0,Antiga Esquerra de l'Eixample,0.26
4ª,1,80,750000,2,0,Dreta de l'Eixample,0.232
6ª,1,124,750000,3,0,Dreta de l'Eixample,0.108
3ª,0,154,750000,5,0,Dreta de l'Eixample,0.306
6ª,1,126,750000,3,0,Sant Pere,0.062
Casa,0,173,750000,5,0,Dreta de l'Eixample,0.562
Casa,0,131,690000,3,0,El Gòtic,0.084
4ª,0,35,170000,1,0,El Raval,0.354
5ª,0,80,269000,3,0,La Barceloneta,0.494
4ª,0,100,349000,2,0,Sant Pere,0.226
Casa,0,96,500000,3,0,El Raval,0.15
3ª,0,60,239000,2,0,El Raval,0.096
1ª,0,137,1217000,3,0,El Gòtic,0.378
Casa,0,33,210000,2,0,La Barceloneta,0.226
Bajo,0,55,159500,3,0,El Raval,0.512
Casa,0,79,282000,2,0,El Raval,0.444
1ª,0,36,149500,1,1,El Raval,0.854
3ª,0,65,199000,3,0,El Raval,0.104
1ª,0,96,295000,5,0,El Raval,0.458
5ª,0,35,215000,2,0,El Raval,0.246
4ª,0,77,486000,2,0,El Raval,0.038
1ª,0,115,525000,3,0,El Raval,0.146
3ª,0,64,330000,2,0,El Raval,0.136
2ª,0,67,348000,2,0,El Raval,0.17
Atico,1,290,3350000,4,0,El Gòtic,0.118
2ª,0,173,1136000,3,0,El Gòtic,0.2
1ª,0,81,320000,3,0,Sant Pere,0.39
1ª,0,69,470000,2,0,El Raval,0.046
1ª,0,158,721000,4,0,El Gòtic,0.198
4ª,0,58,215000,3,0,El Raval,0.354
1ª,0,48,185000,1,1,El Raval,0.232
Bajo,0,96,295000,5,0,El Raval,0.318
Casa,0,89,425000,2,0,El Gòtic,0.292
Casa,0,77,349000,2,0,El Raval,0.13
2ª,0,50,155000,1,0,El Raval,0.64
3ª,0,176,815000,3,0,El Gòtic,0.084
2ª,0,78,325000,3,0,El Gòtic,0.59
1ª,0,233,1530000,4,0,Sant Pere,0.096
4ª,0,70,379000,2,1,El Gòtic,0.69
Entreplanta,0,80,425000,3,0,El Gòtic,0.29
4ª,0,84,320000,3,0,La Barceloneta,0.464
4ª,0,74,300000,2,0,La Barceloneta,0.32
1ª,0,250,990000,3,0,El Gòtic,0.44
1ª,0,184,890000,3,0,Nou Barris,0.402
2ª,0,158,650000,2,0,El Gòtic,0.16
2ª,0,83,357000,2,0,El Raval,0.254
1ª,0,139,350000,3,1,El Raval,0.444
3ª,0,84,378000,3,0,El Raval,0.156
4ª,0,94,420000,2,0,Sant Pere,0.388
5ª,0,60,395000,2,0,El Gòtic,0.316
Casa,0,240,1530000,4,0,Sant Pere,0.042
3ª,0,138,960000,4,0,Sant Pere,0.018
4ª,0,138,985000,4,0,Sant Pere,0.108
2ª,0,138,930000,4,0,Sant Pere,0.064
5ª,0,129,1600000,2,0,Sant Pere,0.08
5ª,0,119,1290000,3,0,Sant Pere,0.124
4ª,0,75,450000,2,0,Sant Pere,0.178
2ª,0,76,299000,2,0,El Raval,0.238
1ª,0,77,580000,1,0,El Gòtic,0.32
3ª,0,105,892500,3,0,La Barceloneta,0.12
2ª,1,159,590000,3,0,Sant Pere,0.104
1ª,0,123,650000,3,0,Sant Pere,0.186
Atico,1,104,595000,2,0,Sant Pere,0.362
4ª,0,140,490000,3,1,El Gòtic,0.796
3ª,0,98,299000,3,1,El Gòtic,0.792
2ª,0,59,315000,1,0,Sant Pere,0.22
1ª,0,78,180000,3,1,El Poble Sec,0.89
3ª,1,71,430000,2,0,El Poble Sec,0.018
4ª,1,71,435000,2,0,El Poble Sec,0.062
3ª,0,90,265000,4,0,El Poble Sec,0.288
3ª,0,90,265000,4,0,Sants,0.424
Bajo,1,87,352000,3,0,El Poble Sec,0.418
Casa,0,94,210000,3,0,El Poble Sec,0.452
1ª,0,105,243000,3,0,Sants,0.476
Bajo,0,71,495000,2,0,El Poble Sec,0.096
3ª,0,71,430000,2,0,El Poble Sec,0.012
1ª,0,95,298000,3,0,Sants,0.316
Atico,0,91,270000,3,0,El Poble Sec,0.476
5ª,0,85,205000,4,0,Sants,0.356
Bajo,0,65,265000,2,0,El Poble Sec,0.468
4ª,0,85,275000,3,0,El Poble Sec,0.238
3ª,0,80,270000,3,0,El Poble Sec,0.204
3ª,0,60,295000,2,0,Sants,0.144
Bajo,0,49,230000,2,0,Sants,0.332
Bajo,0,108,450000,2,0,Sants,0.17
2ª,0,86,349000,3,0,Sants,0.264
Bajo,0,58,140000,1,0,Sants,0.51
2ª,0,54,175000,2,0,Sants,0.28
Bajo,0,30,160000,1,0,Sants,0.322
Bajo,0,40,185000,2,0,Sants,0.45
Bajo,0,60,240000,2,0,Sants,0.334
3ª,0,76,218000,3,0,Sants,0.034
4ª,0,75,230000,3,0,Sants,0.488
5ª,0,139,629000,2,0,El Poble Sec,0.24
1ª,0,95,390000,3,1,Sants,0.48
4ª,1,82,289000,3,0,El Poble Sec,0.368
Atico,0,75,268000,3,0,El Clot,0.254
2ª,0,66,480000,2,0,Diagonal Mar,0.044
1ª,0,82,295000,2,1,Camp de l'Arpa,0.794
Casa,1,170,590000,4,0,Camp de l'Arpa,0.196
Atico,1,97,550000,2,1,Diagonal Mar,0.748
Casa,0,95,355000,2,0,Camp de l'Arpa,0.234
Entreplanta,0,98,380000,2,0,El Poblenou,0.718
Casa,0,94,298000,3,0,El Poblenou,0.524
2ª,1,77,290000,3,0,El Poblenou,0.298
1ª,0,95,355000,2,0,Camp de l'Arpa,0.154
Bajo,0,62,375000,1,0,El Poblenou,0.22
1ª,0,65,275000,2,1,Camp de l'Arpa,0.94
Casa,0,60,425000,2,0,El Poblenou,0.114
Entreplanta,0,95,355000,2,0,Camp de l'Arpa,0.206
Entreplanta,0,95,355000,2,0,Camp de l'Arpa,0.206
5ª,0,100,320000,4,0,El Clot,0.446
5ª,0,90,305000,3,0,Diagonal Mar,0.584
Atico,0,93,270000,4,0,El Poblenou,0.564
Atico,0,84,495000,3,1,El Poblenou,0.92
4ª,0,70,195000,3,0,El Clot,0.3
1ª,0,117,390000,5,0,Camp de l'Arpa,0.252
1ª,1,62,465000,1,0,Diagonal Mar,0.216
1ª,0,95,355000,2,0,Camp de l'Arpa,0.154
Bajo,0,150,494998,2,0,Diagonal Mar,0.24
Bajo,0,180,380000,4,0,Diagonal Mar,0.416
Entreplanta,0,86,283000,2,0,Camp de l'Arpa,0.43
1ª,0,61,263000,2,0,Camp de l'Arpa,0.55
2ª,0,99,190000,2,1,Camp de l'Arpa,0.504
Bajo,0,135,468000,3,0,El Poblenou,0.344
1ª,1,89,465000,1,0,Diagonal Mar,0.37
1ª,0,56,217000,1,0,El Poblenou,0.236
3ª,0,72,180000,3,0,El Clot,0.42
Casa,1,187,1200000,3,0,Diagonal Mar,0.074
Casa,1,70,192000,2,0,El Poblenou,0.356
3ª,1,196,835000,4,0,El Poblenou,0.168
3ª,0,55,325000,2,0,Camp de l'Arpa,0.22
7ª,0,125,744000,3,1,Camp de l'Arpa,0.984
2ª,1,73,445000,2,1,Diagonal Mar,0.736
4ª,1,136,680000,4,0,El Poblenou,0.192
Entreplanta,0,110,370000,4,1,El Poblenou,0.8
Bajo,0,68,225000,1,0,El Poblenou,0.47
5ª,0,76,280000,3,1,El Clot,0.816
3ª,0,66,270000,2,1,Camp de l'Arpa,0.772
2ª,0,85,249000,3,0,El Clot,0.326
Atico,1,116,595000,3,0,El Poblenou,0.282
4ª,0,200,579000,4,0,Camp de l'Arpa,0.35
1ª,0,49,285000,2,1,El Poblenou,0.936
1ª,0,75,215000,3,1,El Poblenou,0.804
1ª,0,111,395000,4,0,Camp de l'Arpa,0.226
Atico,1,136,1550000,4,0,Diagonal Mar,0.614
6ª,0,135,700000,3,0,El Poblenou,0.076
1ª,0,96,335000,4,0,El Clot,0.266
1ª,1,165,650000,4,0,El Clot,0.27
Atico,0,82,265000,4,0,El Clot,0.448
Casa,1,187,1200000,3,0,Diagonal Mar,0.074
3ª,0,73,370000,1,0,El Poblenou,0.29
7ª,0,88,276000,3,0,El Poblenou,0.472
4ª,0,60,395000,2,0,El Poblenou,0.238
1ª,0,56,110000,3,0,El Poblenou,0.47
2ª,0,35,180000,1,0,El Poblenou,0.442
4ª,0,111,620000,3,0,Sant Gervasi,0.082
4ª,0,111,620000,3,0,Sant Gervasi,0.082
3ª,0,137,795000,4,1,Sarrià,0.788
4ª,0,111,620000,3,0,Sant Gervasi,0.082
4ª,0,111,620000,3,0,Sant Gervasi,0.082
1ª,0,198,1850000,2,0,Sant Gervasi,0.07
2ª,0,67,320000,3,0,El Putxet,0.41
Bajo,0,58,265000,2,0,El Putxet,0.314
2ª,1,250,1200000,5,0,Sant Gervasi,0.12
3ª,1,100,730000,4,0,Sant Gervasi,0.316
2ª,0,256,1600000,4,0,Sant Gervasi,0.036
6ª,0,92,575000,3,0,Sant Gervasi,0.764
Bajo,0,61,230000,3,0,Sarrià,0.42
4ª,0,165,850000,5,0,El Putxet,0.3
6ª,1,240,1150000,5,0,Sant Gervasi,0.504
Bajo,0,150,850000,2,0,Sarrià,0.296
6ª,1,200,1180000,6,1,Sant Gervasi,0.916
4ª,0,110,660000,2,0,Sant Gervasi,0.134
5ª,0,144,695000,5,0,Sant Gervasi,0.276
3ª,1,176,900000,5,0,Sant Gervasi,0.616
3ª,0,111,725000,3,1,Sarrià,0.944
Atico,1,220,1290000,4,0,Sant Gervasi,0.042
2ª,0,124,530000,2,1,Sant Gervasi,0.818
1ª,0,132,940000,3,0,Sant Gervasi,0.376
Atico,1,220,1335000,4,0,Sant Gervasi,0.052
1ª,0,87,685000,2,0,Sant Gervasi,0.254
1ª,0,158,550000,5,0,Sant Gervasi,0.43
Casa,1,200,1375000,3,0,Sarrià,0.19
6ª,0,454,1980000,6,0,Sant Gervasi,0.328
3ª,0,120,850000,4,0,Sant Gervasi,0.476
Entreplanta,0,90,610000,2,1,Sant Gervasi,0.838
2ª,1,248,980000,5,0,El Putxet,0.11
1ª,0,174,1230000,4,0,Sant Gervasi,0.098
Casa,1,405,2990000,5,0,Sant Gervasi,0.032
Entreplanta,0,120,870000,3,1,Sant Gervasi,0.768
1ª,1,398,730000,3,0,El Putxet,0.418
Casa,1,360,1180000,5,0,El Putxet,0.342
Casa,0,100,315000,2,1,Sarrià,0.532
Bajo,1,110,749000,2,0,Sarrià,0.282
Bajo,0,69,270000,2,1,Sant Gervasi,0.81
1ª,0,160,770000,4,0,Sant Gervasi,0.456
1ª,0,147,550000,4,0,El Putxet,0.356
2ª,1,108,620000,4,0,Sarrià,0.386
1ª,0,120,800000,3,0,Sant Gervasi,0.386
4ª,0,90,620000,3,0,Sarrià,0.48
1ª,0,31,199500,1,1,Sarrià,0.766
1ª,0,50,265000,1,0,El Putxet,0.368
2ª,0,184,1100000,4,1,Sant Gervasi,0.918
1ª,1,224,795000,5,0,El Putxet,0.324
1ª,0,131,630000,4,0,El Putxet,0.282
Casa,1,190,650000,3,1,El Putxet,0.814
Casa,0,109,850000,4,0,Sant Gervasi,0.23
1ª,1,206,795000,6,0,El Putxet,0.376
7ª,1,115,1400000,4,0,El Putxet,0.18
1ª,1,267,1300000,6,0,Sant Gervasi,0.178
3ª,1,170,860000,3,0,Sant Gervasi,0.75
2ª,0,190,1550000,3,0,Sant Gervasi,0.05
1ª,1,167,1300000,6,0,Sant Gervasi,0.192
6ª,0,92,575000,3,0,Sant Gervasi,0.764
1ª,0,112,1040000,3,0,Sant Gervasi,0.116
5ª,0,160,750000,5,0,Antiga Esquerra de l'Eixample,0.212
5ª,0,131,750000,3,0,La Sagrada Família,0.412
4ª,1,75,750000,2,0,Dreta de l'Eixample,0.162
1ª,0,170,750000,5,0,Dreta de l'Eixample,0.34
5ª,1,124,750000,4,0,Dreta de l'Eixample,0.284
4ª,0,173,750000,5,0,Dreta de l'Eixample,0.266
5ª,0,160,750000,5,0,Antiga Esquerra de l'Eixample,0.212
6ª,1,124,750000,3,0,Sant Pere,0.06
3ª,0,170,749000,3,0,Antiga Esquerra de l'Eixample,0.236
4ª,1,105,745000,3,0,Dreta de l'Eixample,0.388
Casa,0,75,745000,2,0,Dreta de l'Eixample,0.062
2ª,0,139,745000,3,0,Sant Pere,0.048
3ª,0,126,740000,4,0,Antiga Esquerra de l'Eixample,0.07
6ª,0,140,740000,4,0,Dreta de l'Eixample,0.166
7ª,0,139,740000,4,0,Dreta de l'Eixample,0.212
3ª,0,107,736000,3,0,Dreta de l'Eixample,0.064
Entreplanta,0,80,364000,2,0,Nova Esquerra de l'Eixample,0.3
1ª,0,73,365000,3,0,Nova Esquerra de l'Eixample,0.402
4ª,0,82,365000,4,0,La Sagrada Família,0.468
4ª,0,76,365000,2,0,El Fort Pienc,0.112
3ª,0,76,365000,3,1,Antiga Esquerra de l'Eixample,0.84
3ª,0,85,365000,3,1,Antiga Esquerra de l'Eixample,0.668
1ª,0,109,365000,4,0,Nova Esquerra de l'Eixample,0.642
3ª,0,79,365000,3,0,Sant Antoni,0.374
3ª,0,87,365000,3,0,Sant Antoni,0.55
5ª,0,85,365000,3,0,Nova Esquerra de l'Eixample,0.588
1ª,0,97,365000,3,1,Nova Esquerra de l'Eixample,0.778
3ª,0,79,365000,3,0,Sant Antoni,0.374
4ª,0,56,365000,2,0,La Sagrada Família,0.418
3ª,0,79,365000,3,0,Sant Antoni,0.374
2ª,0,100,365000,3,0,Dreta de l'Eixample,0.434
1ª,0,60,365000,2,0,Sant Antoni,0.408
2ª,0,79,368500,3,0,La Sagrada Família,0.364
7ª,0,78,430000,2,0,El Fort Pienc,0.068
7ª,0,78,430000,3,0,El Fort Pienc,0.076
4ª,0,110,609000,3,0,Nova Esquerra de l'Eixample,0.092
2ª,0,113,455000,4,0,Dreta de l'Eixample,0.056
2ª,0,84,439000,3,0,Dreta de l'Eixample,0.08
7ª,0,78,430000,3,0,El Fort Pienc,0.076
Entreplanta,0,95,397000,4,0,El Fort Pienc,0.798
Bajo,0,115,455000,3,0,Nova Esquerra de l'Eixample,0.396
3ª,1,120,465000,4,0,La Sagrada Família,0.514
2ª,0,83,645000,2,0,Antiga Esquerra de l'Eixample,0.258
1ª,0,92,695000,3,0,Antiga Esquerra de l'Eixample,0.208
Casa,0,133,408000,4,0,El Fort Pienc,0.512
Atico,0,89,455000,3,0,Sant Antoni,0.4
7ª,0,78,430000,3,0,El Fort Pienc,0.076
4ª,0,94,405000,3,0,Nova Esquerra de l'Eixample,0.392
4ª,0,76,362000,2,0,El Fort Pienc,0.054
5ª,0,82,570000,2,0,Antiga Esquerra de l'Eixample,0.266
5ª,0,92,415000,4,0,El Fort Pienc,0.41
6ª,0,109,420000,2,0,El Fort Pienc,0.23
2ª,0,98,525000,2,0,El Fort Pienc,0.284
4ª,0,75,525000,2,0,El Fort Pienc,0.048
Casa,0,144,680000,2,0,Antiga Esquerra de l'Eixample,0.218
1ª,1,160,698000,3,0,Dreta de l'Eixample,0.298
1ª,0,158,550000,5,0,Antiga Esquerra de l'Eixample,0.244
2ª,0,109,395000,3,0,Antiga Esquerra de l'Eixample,0.362
3ª,0,109,435000,4,0,La Sagrada Família,0.588
7ª,0,120,536000,5,0,Sant Antoni,0.314
5ª,0,116,550000,4,0,Sant Antoni,0.258
4ª,0,118,475000,4,0,Sant Antoni,0.2
3ª,0,120,560000,5,0,Antiga Esquerra de l'Eixample,0.312
5ª,0,81,512000,2,0,Nova Esquerra de l'Eixample,0.016
3ª,0,83,495000,2,0,Sant Antoni,0.256
5ª,0,95,590000,3,0,Nova Esquerra de l'Eixample,0.148
5ª,0,81,512000,2,0,Nova Esquerra de l'Eixample,0.016
4ª,0,79,440000,2,0,Nova Esquerra de l'Eixample,0.004
2ª,0,161,620000,5,0,Antiga Esquerra de l'Eixample,0.188
1ª,0,108,390000,4,0,Nova Esquerra de l'Eixample,0.516
3ª,0,60,239000,2,0,El Raval,0.096
1ª,0,73,220000,2,0,El Raval,0.504
2ª,0,50,225000,1,0,El Raval,0.226
Bajo,0,60,270000,2,1,La Barceloneta,0.98
2ª,0,100,489000,3,0,El Raval,0.28
